datime,open,close,high,low,volume,money
2023-05-18 09:31:00,3958.8,3956.8,3959.8,3956.2,1100.0,1306165140.0
2023-05-18 09:32:00,3957.2,3959.2,3959.6,3955.0,577.0,685079820.0
2023-05-18 09:33:00,3959.0,3961.2,3962.0,3958.0,514.0,610734180.0
2023-05-18 09:34:00,3961.2,3960.6,3962.0,3960.0,291.0,345799800.0
2023-05-18 09:35:00,3960.6,3963.4,3963.8,3960.2,397.0,471839220.0
2023-05-18 09:36:00,3963.8,3965.0,3965.4,3962.2,403.0,479261100.0
2023-05-18 09:37:00,3965.2,3965.6,3967.0,3964.4,440.0,523468080.0
2023-05-18 09:38:00,3965.8,3964.0,3965.8,3962.4,355.0,422142900.0
2023-05-18 09:39:00,3963.8,3962.6,3963.8,3961.2,260.0,309082800.0
2023-05-18 09:40:00,3962.2,3960.8,3963.0,3960.4,238.0,282866460.0
2023-05-18 09:41:00,3961.0,3958.2,3961.6,3956.6,399.0,473954760.0
2023-05-18 09:42:00,3958.4,3960.6,3961.2,3957.8,289.0,343278540.0
2023-05-18 09:43:00,3960.6,3959.4,3962.0,3958.0,206.0,244755120.0
2023-05-18 09:44:00,3959.8,3959.8,3962.0,3959.4,208.0,247128360.0
2023-05-18 09:45:00,3959.4,3961.0,3962.0,3959.2,158.0,187747680.0
2023-05-18 09:46:00,3961.0,3960.0,3962.8,3960.0,209.0,248398980.0
2023-05-18 09:47:00,3960.4,3956.6,3960.8,3954.6,489.0,580562220.0
2023-05-18 09:48:00,3955.8,3956.2,3957.0,3955.4,171.0,202954380.0
2023-05-18 09:49:00,3956.4,3958.0,3958.0,3956.0,146.0,173319240.0
2023-05-18 09:50:00,3957.6,3959.0,3959.2,3956.8,118.0,140112300.0
2023-05-18 09:51:00,3958.4,3957.2,3959.4,3957.0,146.0,173371740.0
2023-05-18 09:52:00,3957.0,3955.0,3958.6,3955.0,216.0,256373100.0
2023-05-18 09:53:00,3955.4,3955.0,3956.4,3954.8,221.0,262247520.0
2023-05-18 09:54:00,3955.6,3956.8,3957.2,3955.0,155.0,183967860.0
2023-05-18 09:55:00,3956.4,3956.4,3957.2,3955.8,130.0,154302120.0
2023-05-18 09:56:00,3956.2,3955.8,3956.6,3954.6,145.0,172069800.0
2023-05-18 09:57:00,3956.4,3961.4,3962.0,3955.8,278.0,330215520.0
2023-05-18 09:58:00,3961.4,3959.6,3962.6,3959.2,250.0,297050280.0
2023-05-18 09:59:00,3960.0,3961.8,3962.6,3958.8,153.0,181805220.0
2023-05-18 10:00:00,3961.0,3962.8,3963.0,3960.0,255.0,303049800.0
2023-05-18 10:01:00,3962.6,3965.8,3965.8,3962.0,412.0,489906360.0
2023-05-18 10:02:00,3965.6,3966.8,3968.6,3964.8,498.0,592711740.0
2023-05-18 10:03:00,3967.4,3967.4,3968.0,3965.6,199.0,236834160.0
2023-05-18 10:04:00,3967.2,3969.4,3969.6,3966.6,359.0,427386060.0
2023-05-18 10:05:00,3969.4,3973.2,3973.8,3969.0,433.0,515876880.0
2023-05-18 10:06:00,3973.0,3970.6,3973.2,3969.4,416.0,495619800.0
2023-05-18 10:07:00,3970.0,3969.4,3971.4,3968.2,342.0,407300340.0
2023-05-18 10:08:00,3969.6,3972.2,3972.6,3968.6,238.0,283532820.0
2023-05-18 10:09:00,3972.2,3970.8,3972.4,3969.8,271.0,322853340.0
2023-05-18 10:10:00,3969.8,3970.4,3971.0,3968.8,277.0,329891280.0
2023-05-18 10:11:00,3971.6,3970.0,3971.8,3968.4,348.0,414479340.0
2023-05-18 10:12:00,3970.0,3965.8,3970.0,3965.2,433.0,515305080.0
2023-05-18 10:13:00,3965.8,3965.8,3967.6,3965.6,220.0,261798120.0
2023-05-18 10:14:00,3966.2,3966.4,3967.8,3966.0,185.0,220166340.0
2023-05-18 10:15:00,3967.0,3967.6,3968.4,3967.0,103.0,122597640.0
2023-05-18 10:16:00,3967.4,3968.0,3968.6,3967.0,160.0,190461540.0
2023-05-18 10:17:00,3968.8,3968.0,3970.0,3967.0,214.0,254763120.0
2023-05-18 10:18:00,3968.2,3966.6,3968.4,3966.4,131.0,155917920.0
2023-05-18 10:19:00,3966.6,3966.4,3967.8,3966.2,160.0,190418220.0
2023-05-18 10:20:00,3967.0,3971.2,3971.2,3966.6,188.0,223847340.0
2023-05-18 10:21:00,3971.2,3974.0,3974.0,3970.8,409.0,487429800.0
2023-05-18 10:22:00,3974.2,3976.6,3978.4,3974.2,613.0,731278020.0
2023-05-18 10:23:00,3976.6,3974.8,3976.8,3974.0,307.0,366119880.0
2023-05-18 10:24:00,3975.2,3974.8,3976.0,3974.2,213.0,254004360.0
2023-05-18 10:25:00,3974.8,3973.6,3975.8,3973.0,226.0,269480700.0
2023-05-18 10:26:00,3973.2,3970.8,3973.8,3970.6,203.0,241893420.0
2023-05-18 10:27:00,3971.4,3967.6,3971.6,3967.0,254.0,302410440.0
