datime,open,close,high,low,volume,money
2023-06-14 09:31:00,3870.6,3872.8,3875.2,3870.2,1466.0,1703254020.0
2023-06-14 09:32:00,3873.2,3870.6,3874.0,3870.2,664.0,771446100.0
2023-06-14 09:33:00,3870.8,3873.4,3873.8,3868.2,779.0,904616880.0
2023-06-14 09:34:00,3873.6,3872.8,3874.4,3871.8,539.0,626296500.0
2023-06-14 09:35:00,3873.2,3874.0,3874.4,3871.6,497.0,577452480.0
2023-06-14 09:36:00,3873.6,3875.4,3876.2,3873.4,554.0,644036820.0
2023-06-14 09:37:00,3875.8,3879.6,3880.0,3874.6,745.0,866712180.0
2023-06-14 09:38:00,3879.6,3880.8,3882.0,3878.4,805.0,937134600.0
2023-06-14 09:39:00,3881.0,3877.2,3881.6,3877.0,812.0,944973420.0
2023-06-14 09:40:00,3877.6,3878.0,3880.6,3877.0,512.0,595749480.0
2023-06-14 09:41:00,3877.6,3876.0,3877.8,3874.2,634.0,737159760.0
2023-06-14 09:42:00,3876.6,3879.6,3880.0,3876.2,333.0,387387660.0
2023-06-14 09:43:00,3879.8,3876.2,3880.6,3875.0,459.0,533888820.0
2023-06-14 09:44:00,3875.8,3876.8,3878.0,3875.4,281.0,326803680.0
2023-06-14 09:45:00,3876.6,3879.0,3879.0,3874.8,309.0,359316180.0
2023-06-14 09:46:00,3877.8,3878.4,3880.0,3877.8,386.0,449201340.0
2023-06-14 09:47:00,3878.6,3882.8,3883.2,3878.2,513.0,597260880.0
2023-06-14 09:48:00,3883.0,3881.6,3883.8,3881.0,464.0,540391260.0
2023-06-14 09:49:00,3881.2,3883.6,3883.8,3880.8,511.0,595123380.0
2023-06-14 09:50:00,3883.4,3883.2,3884.6,3881.6,618.0,719923800.0
2023-06-14 09:51:00,3883.4,3884.6,3887.0,3883.4,598.0,697036200.0
2023-06-14 09:52:00,3884.6,3884.0,3885.2,3881.6,574.0,668659920.0
2023-06-14 09:53:00,3884.2,3884.6,3886.4,3882.4,406.0,473079120.0
2023-06-14 09:54:00,3884.4,3885.8,3887.0,3884.4,366.0,426686640.0
2023-06-14 09:55:00,3886.6,3886.0,3887.6,3883.0,508.0,592050660.0
2023-06-14 09:56:00,3885.8,3887.2,3888.8,3885.8,437.0,509671980.0
2023-06-14 09:57:00,3887.6,3887.0,3888.0,3886.2,316.0,368496600.0
2023-06-14 09:58:00,3887.0,3886.8,3887.8,3885.8,329.0,383618460.0
2023-06-14 09:59:00,3887.0,3884.4,3887.2,3884.0,341.0,397513200.0
2023-06-14 10:00:00,3884.8,3886.8,3886.8,3883.2,374.0,435841440.0
2023-06-14 10:01:00,3886.8,3885.8,3887.8,3884.8,373.0,434851020.0
2023-06-14 10:02:00,3885.8,3886.6,3887.2,3884.6,322.0,375378420.0
2023-06-14 10:03:00,3886.8,3885.2,3887.6,3885.2,314.0,366117780.0
2023-06-14 10:04:00,3885.2,3888.2,3889.2,3885.0,338.0,394190700.0
2023-06-14 10:05:00,3888.2,3886.4,3889.0,3885.4,193.0,225045720.0
2023-06-14 10:06:00,3887.0,3884.4,3887.6,3884.4,311.0,362518860.0
2023-06-14 10:07:00,3884.4,3883.6,3885.6,3883.2,337.0,392679600.0
2023-06-14 10:08:00,3884.2,3883.6,3884.2,3882.2,331.0,385594620.0
2023-06-14 10:09:00,3884.2,3883.0,3884.6,3883.0,250.0,291283440.0
2023-06-14 10:10:00,3883.6,3882.8,3883.6,3882.2,247.0,287718240.0
2023-06-14 10:11:00,3882.8,3882.4,3883.2,3880.8,331.0,385463820.0
2023-06-14 10:12:00,3882.2,3884.0,3884.4,3881.2,250.0,291190380.0
2023-06-14 10:13:00,3884.4,3884.2,3884.8,3883.6,161.0,187607580.0
2023-06-14 10:14:00,3883.8,3883.8,3884.6,3882.8,162.0,188742060.0
2023-06-14 10:15:00,3883.4,3883.6,3883.6,3881.2,234.0,272532420.0
2023-06-14 10:16:00,3883.2,3880.2,3883.4,3880.0,406.0,472699620.0
2023-06-14 10:17:00,3880.2,3879.2,3880.8,3879.2,468.0,544752540.0
2023-06-14 10:18:00,3879.0,3878.8,3879.4,3878.2,277.0,322338720.0
2023-06-14 10:19:00,3878.8,3880.8,3881.0,3878.4,258.0,300286140.0
2023-06-14 10:20:00,3881.0,3881.4,3881.4,3879.8,153.0,178125120.0
2023-06-14 10:21:00,3881.0,3882.2,3882.4,3880.2,259.0,301585620.0
2023-06-14 10:22:00,3882.2,3882.6,3882.8,3880.8,138.0,160706040.0
2023-06-14 10:23:00,3882.6,3883.4,3883.4,3881.6,120.0,139771860.0
2023-06-14 10:24:00,3883.0,3883.4,3883.4,3882.4,109.0,126972180.0
2023-06-14 10:25:00,3883.4,3884.4,3886.0,3883.4,299.0,348453180.0
2023-06-14 10:26:00,3884.8,3883.6,3885.0,3883.2,185.0,215564160.0
2023-06-14 10:27:00,3884.2,3882.4,3884.8,3882.2,161.0,187579740.0
2023-06-14 10:28:00,3882.0,3881.2,3882.8,3880.8,115.0,133916580.0
2023-06-14 10:29:00,3881.2,3881.6,3882.8,3880.0,156.0,181650120.0
2023-06-14 10:30:00,3881.6,3881.8,3881.8,3880.0,119.0,138544740.0
2023-06-14 10:31:00,3881.4,3880.6,3881.4,3879.0,309.0,359683680.0
2023-06-14 10:32:00,3880.4,3881.0,3882.0,3880.0,242.0,281761800.0
2023-06-14 10:33:00,3880.4,3882.4,3883.2,3880.0,132.0,153721260.0
2023-06-14 10:34:00,3882.2,3882.6,3883.6,3882.0,125.0,145600440.0
