datime,open,close,high,low,volume,money
2023-04-24 09:31:00,4048.6,4033.8,4048.6,4030.4,1933.0,2342117760.0
2023-04-24 09:32:00,4034.4,4029.2,4034.4,4028.2,1023.0,1236969420.0
2023-04-24 09:33:00,4029.8,4029.6,4030.6,4026.0,982.0,1186927740.0
2023-04-24 09:34:00,4029.4,4029.6,4030.6,4027.6,587.0,709475580.0
2023-04-24 09:35:00,4029.6,4032.0,4032.2,4029.2,495.0,598582440.0
2023-04-24 09:36:00,4032.2,4035.2,4037.8,4032.0,786.0,951596760.0
2023-04-24 09:37:00,4035.2,4037.2,4037.2,4032.0,445.0,538692180.0
2023-04-24 09:38:00,4037.2,4038.0,4038.8,4037.0,386.0,467581020.0
2023-04-24 09:39:00,4038.4,4035.2,4038.8,4035.0,429.0,519613380.0
2023-04-24 09:40:00,4035.4,4031.0,4036.4,4031.0,406.0,491328060.0
2023-04-24 09:41:00,4031.0,4029.2,4031.0,4028.0,422.0,510102720.0
2023-04-24 09:42:00,4028.8,4030.0,4031.4,4028.8,391.0,472730760.0
2023-04-24 09:43:00,4029.8,4026.8,4030.0,4026.6,389.0,470090160.0
2023-04-24 09:44:00,4027.2,4024.2,4027.4,4022.6,632.0,763139880.0
2023-04-24 09:45:00,4024.0,4023.2,4026.0,4023.2,499.0,602513760.0
2023-04-24 09:46:00,4023.2,4025.2,4026.2,4023.2,499.0,602503920.0
2023-04-24 09:47:00,4025.2,4024.6,4026.0,4022.6,427.0,515494740.0
2023-04-24 09:48:00,4024.4,4025.0,4026.0,4023.4,332.0,400843200.0
2023-04-24 09:49:00,4024.8,4026.2,4027.0,4024.2,276.0,333308520.0
2023-04-24 09:50:00,4026.8,4025.8,4027.4,4024.8,296.0,357553920.0
2023-04-24 09:51:00,4025.8,4025.2,4027.8,4025.0,274.0,330963900.0
2023-04-24 09:52:00,4025.0,4021.6,4025.6,4020.2,305.0,368036580.0
2023-04-24 09:53:00,4021.4,4020.8,4022.0,4019.6,390.0,470422440.0
2023-04-24 09:54:00,4020.4,4018.4,4020.4,4017.4,427.0,514800840.0
2023-04-24 09:55:00,4018.4,4017.4,4019.0,4015.4,565.0,680891280.0
2023-04-24 09:56:00,4017.2,4018.8,4018.8,4016.0,390.0,470053440.0
2023-04-24 09:57:00,4018.2,4019.0,4020.6,4017.8,312.0,376227660.0
2023-04-24 09:58:00,4018.8,4018.4,4019.8,4017.6,273.0,329131260.0
2023-04-24 09:59:00,4018.8,4015.0,4019.8,4015.0,386.0,465179940.0
2023-04-24 10:00:00,4015.2,4014.8,4016.4,4013.4,481.0,579426900.0
2023-04-24 10:01:00,4015.0,4012.0,4015.0,4011.6,666.0,801822120.0
2023-04-24 10:02:00,4012.2,4015.0,4016.4,4012.0,390.0,469681620.0
2023-04-24 10:03:00,4015.0,4015.8,4015.8,4013.6,254.0,305932560.0
2023-04-24 10:04:00,4015.8,4018.2,4018.2,4015.4,244.0,294020580.0
2023-04-24 10:05:00,4018.0,4018.4,4018.8,4016.6,214.0,257942880.0
2023-04-24 10:06:00,4018.4,4018.4,4018.8,4017.0,230.0,277250640.0
2023-04-24 10:07:00,4018.2,4016.4,4018.2,4016.2,171.0,206070420.0
2023-04-24 10:08:00,4016.6,4016.2,4017.0,4015.2,189.0,227719980.0
2023-04-24 10:09:00,4015.8,4017.8,4018.0,4015.2,143.0,172310220.0
2023-04-24 10:10:00,4018.0,4019.8,4020.0,4017.4,214.0,258024180.0
2023-04-24 10:11:00,4020.0,4020.0,4020.6,4018.6,221.0,266512200.0
2023-04-24 10:12:00,4019.6,4021.2,4022.8,4019.6,381.0,459663000.0
2023-04-24 10:13:00,4021.2,4022.0,4022.8,4020.8,262.0,316092600.0
2023-04-24 10:14:00,4022.2,4020.4,4022.6,4020.2,183.0,220748880.0
2023-04-24 10:15:00,4020.4,4018.0,4022.0,4018.0,304.0,366650580.0
2023-04-24 10:16:00,4018.0,4017.0,4018.0,4015.2,216.0,260264340.0
2023-04-24 10:17:00,4017.2,4017.8,4018.2,4016.2,135.0,162700440.0
2023-04-24 10:18:00,4018.2,4020.4,4021.0,4018.0,174.0,209808000.0
2023-04-24 10:19:00,4020.2,4021.6,4023.0,4020.2,204.0,246145500.0
2023-04-24 10:20:00,4022.0,4023.4,4024.4,4021.2,306.0,369330120.0
2023-04-24 10:21:00,4023.2,4022.4,4023.6,4022.0,242.0,292067940.0
2023-04-24 10:22:00,4022.6,4022.2,4022.8,4021.8,155.0,187033380.0
2023-04-24 10:23:00,4022.0,4021.0,4023.0,4021.0,91.0,109796280.0
2023-04-24 10:24:00,4021.0,4022.6,4022.6,4020.0,121.0,145973520.0
2023-04-24 10:25:00,4022.4,4019.2,4023.0,4019.2,130.0,156795540.0
2023-04-24 10:26:00,4019.4,4019.0,4020.6,4018.2,172.0,207386940.0
2023-04-24 10:27:00,4019.4,4018.4,4019.6,4017.8,72.0,86803380.0
2023-04-24 10:28:00,4018.6,4021.4,4022.6,4018.2,175.0,211085820.0
2023-04-24 10:29:00,4021.4,4023.0,4024.0,4021.4,176.0,212414880.0
2023-04-24 10:30:00,4023.2,4024.0,4024.0,4022.0,135.0,162932940.0
2023-04-24 10:31:00,4023.8,4022.0,4023.8,4021.6,301.0,363233640.0
2023-04-24 10:32:00,4022.0,4018.4,4022.0,4018.0,177.0,213433440.0
2023-04-24 10:33:00,4018.8,4017.8,4019.4,4017.2,219.0,263994480.0
2023-04-24 10:34:00,4017.8,4018.8,4019.8,4017.4,155.0,186852240.0
2023-04-24 10:35:00,4018.4,4019.6,4020.2,4017.8,92.0,110928660.0
2023-04-24 10:36:00,4019.4,4018.0,4020.4,4017.6,109.0,131406720.0
2023-04-24 10:37:00,4017.8,4018.8,4018.8,4017.6,86.0,103674180.0
2023-04-24 10:38:00,4018.4,4017.4,4018.4,4016.4,112.0,134976300.0
2023-04-24 10:39:00,4017.4,4017.4,4018.8,4017.0,99.0,119325480.0
2023-04-24 10:40:00,4017.8,4018.0,4018.6,4016.8,113.0,136202940.0
2023-04-24 10:41:00,4018.0,4021.4,4022.0,4018.0,206.0,248441040.0
2023-04-24 10:42:00,4021.6,4020.6,4022.2,4020.0,152.0,183361560.0
2023-04-24 10:43:00,4020.4,4019.8,4021.6,4018.8,141.0,170051100.0
2023-04-24 10:44:00,4019.6,4017.8,4019.8,4017.8,81.0,97650240.0
2023-04-24 10:45:00,4017.8,4016.4,4018.4,4016.4,132.0,159089760.0
2023-04-24 10:46:00,4016.2,4015.6,4017.2,4015.2,129.0,155423160.0
2023-04-24 10:47:00,4015.8,4015.4,4016.2,4014.8,143.0,172258920.0
2023-04-24 10:48:00,4015.0,4014.2,4015.8,4014.0,199.0,239667300.0
2023-04-24 10:49:00,4014.4,4014.2,4014.4,4013.4,84.0,101150700.0
2023-04-24 10:50:00,4014.0,4012.4,4014.4,4010.4,310.0,373104840.0
2023-04-24 10:51:00,4011.4,4011.6,4012.6,4010.8,184.0,221440560.0
2023-04-24 10:52:00,4011.4,4015.4,4016.4,4011.4,209.0,251700180.0
2023-04-24 10:53:00,4015.0,4015.4,4016.2,4014.8,69.0,83124480.0
2023-04-24 10:54:00,4014.8,4013.8,4014.8,4012.8,114.0,137275140.0
2023-04-24 10:55:00,4013.8,4013.6,4015.0,4013.6,114.0,137287320.0
2023-04-24 10:56:00,4012.8,4011.4,4013.2,4011.0,157.0,188974260.0
2023-04-24 10:57:00,4011.2,4011.6,4012.2,4011.0,154.0,185329920.0
2023-04-24 10:58:00,4011.2,4010.2,4011.6,4010.0,198.0,238220640.0
2023-04-24 10:59:00,4010.2,4010.6,4012.0,4009.6,142.0,170856540.0
2023-04-24 11:00:00,4010.6,4011.2,4012.8,4010.6,142.0,170891460.0
2023-04-24 11:01:00,4011.2,4013.0,4013.0,4010.2,175.0,210603420.0
2023-04-24 11:02:00,4013.0,4013.2,4013.8,4011.8,148.0,178171680.0
2023-04-24 11:03:00,4013.2,4015.4,4016.0,4012.6,157.0,189083460.0
2023-04-24 11:04:00,4015.2,4015.8,4016.0,4014.6,68.0,81913380.0
2023-04-24 11:05:00,4016.0,4016.6,4016.8,4014.4,156.0,187935540.0
2023-04-24 11:06:00,4016.8,4018.0,4018.4,4016.2,225.0,271163460.0
2023-04-24 11:07:00,4017.8,4018.6,4019.4,4017.6,186.0,224232780.0
2023-04-24 11:08:00,4018.6,4019.6,4021.8,4018.4,279.0,336529560.0
2023-04-24 11:09:00,4019.6,4019.0,4021.2,4018.4,171.0,206226960.0
2023-04-24 11:10:00,4019.0,4018.0,4019.6,4017.0,126.0,151885620.0
2023-04-24 11:11:00,4018.2,4015.8,4018.2,4015.4,143.0,172314120.0
2023-04-24 11:12:00,4015.6,4016.2,4018.2,4015.6,119.0,143409060.0
2023-04-24 11:13:00,4016.6,4016.2,4017.2,4015.6,70.0,84344340.0
2023-04-24 11:14:00,4015.8,4016.8,4017.2,4015.6,48.0,57834060.0
2023-04-24 11:15:00,4016.8,4016.0,4017.6,4016.0,78.0,93990120.0
2023-04-24 11:16:00,4015.4,4014.4,4016.2,4014.0,182.0,219209040.0
2023-04-24 11:17:00,4014.6,4017.8,4018.4,4014.4,119.0,143384880.0
2023-04-24 11:18:00,4018.0,4017.6,4021.0,4017.6,285.0,343662240.0
2023-04-24 11:19:00,4017.6,4016.8,4017.6,4016.2,104.0,125326200.0
2023-04-24 11:20:00,4016.8,4011.6,4016.8,4011.4,300.0,361165920.0
2023-04-24 11:21:00,4011.8,4010.0,4011.8,4009.2,291.0,350103720.0
2023-04-24 11:22:00,4010.0,4013.6,4014.0,4009.8,142.0,170918700.0
2023-04-24 11:23:00,4013.2,4014.6,4016.6,4013.2,154.0,185503620.0
2023-04-24 11:24:00,4014.6,4020.0,4020.0,4014.6,241.0,290512560.0
2023-04-24 11:25:00,4019.0,4020.6,4022.0,4017.8,251.0,302725680.0
2023-04-24 11:26:00,4021.0,4020.8,4023.0,4020.0,338.0,407801340.0
2023-04-24 11:27:00,4021.0,4019.8,4021.4,4018.8,199.0,239986440.0
2023-04-24 11:28:00,4020.0,4020.8,4021.6,4019.8,82.0,98902620.0
2023-04-24 11:29:00,4021.0,4019.4,4021.2,4019.2,91.0,109750020.0
2023-04-24 11:30:00,4019.0,4020.2,4020.8,4018.2,141.0,170039040.0
2023-04-24 13:01:00,4020.4,4019.8,4020.6,4018.6,242.0,291832800.0
2023-04-24 13:02:00,4019.8,4017.4,4019.8,4016.8,217.0,261568620.0
2023-04-24 13:03:00,4017.4,4016.2,4017.4,4015.0,113.0,136141980.0
2023-04-24 13:04:00,4015.6,4013.8,4015.6,4012.6,167.0,201083700.0
2023-04-24 13:05:00,4013.6,4014.8,4015.2,4013.0,132.0,158968860.0
2023-04-24 13:06:00,4014.8,4014.6,4014.8,4012.6,150.0,180619500.0
2023-04-24 13:07:00,4015.0,4014.0,4015.8,4014.0,230.0,277037220.0
2023-04-24 13:08:00,4013.8,4011.8,4014.2,4011.8,131.0,157716480.0
2023-04-24 13:09:00,4011.4,4010.8,4011.4,4008.8,283.0,340441440.0
2023-04-24 13:10:00,4011.2,4011.4,4012.4,4011.0,110.0,132381600.0
2023-04-24 13:11:00,4011.6,4011.0,4012.0,4010.6,133.0,160051500.0
2023-04-24 13:12:00,4011.2,4012.8,4014.2,4010.6,220.0,264815520.0
2023-04-24 13:13:00,4013.0,4010.8,4015.0,4010.2,154.0,185371860.0
2023-04-24 13:14:00,4011.2,4014.2,4015.0,4011.2,175.0,210715680.0
2023-04-24 13:15:00,4014.2,4013.4,4015.4,4013.4,163.0,196303380.0
2023-04-24 13:16:00,4013.4,4011.2,4013.4,4011.0,132.0,158882580.0
2023-04-24 13:17:00,4011.6,4013.0,4013.6,4011.6,79.0,95103240.0
2023-04-24 13:18:00,4013.0,4014.4,4014.4,4012.4,80.0,96323700.0
2023-04-24 13:19:00,4014.4,4012.4,4014.6,4012.2,51.0,61403340.0
2023-04-24 13:20:00,4012.2,4012.4,4013.0,4011.2,99.0,119160360.0
2023-04-24 13:21:00,4012.4,4013.0,4013.6,4012.4,58.0,69825480.0
2023-04-24 13:22:00,4012.6,4011.2,4013.0,4011.2,99.0,119162040.0
2023-04-24 13:23:00,4011.2,4009.8,4011.6,4009.4,189.0,227389140.0
2023-04-24 13:24:00,4010.2,4009.4,4010.6,4009.2,120.0,144356940.0
2023-04-24 13:25:00,4009.0,4009.2,4010.0,4008.4,113.0,135914220.0
2023-04-24 13:26:00,4009.2,4008.8,4009.6,4008.4,115.0,138304500.0
2023-04-24 13:27:00,4009.2,4009.6,4010.0,4008.2,106.0,127495980.0
2023-04-24 13:28:00,4009.4,4009.4,4010.2,4008.6,78.0,93815280.0
2023-04-24 13:29:00,4009.2,4008.6,4009.2,4007.2,182.0,218853300.0
2023-04-24 13:30:00,4008.4,4007.2,4009.2,4006.8,192.0,230839440.0
2023-04-24 13:31:00,4007.8,4007.8,4009.4,4007.0,198.0,238089120.0
2023-04-24 13:32:00,4007.8,4007.2,4008.8,4007.0,116.0,139478880.0
2023-04-24 13:33:00,4007.6,4005.6,4007.6,4005.2,196.0,235575120.0
2023-04-24 13:34:00,4005.6,4005.2,4006.2,4003.2,361.0,433657140.0
