datime,open,close,high,low,volume,money
2023-12-13 09:31:00,3415.2,3414.4,3417.6,3411.6,1503.0,1539607860.0
2023-12-13 09:32:00,3413.4,3414.0,3415.0,3412.2,748.0,766021020.0
2023-12-13 09:33:00,3414.2,3410.6,3414.4,3410.0,730.0,747255120.0
2023-12-13 09:34:00,3410.6,3412.8,3412.8,3408.8,559.0,571952280.0
2023-12-13 09:35:00,3413.0,3412.0,3413.6,3410.6,449.0,459613320.0
2023-12-13 09:36:00,3412.0,3408.0,3412.0,3407.0,714.0,730258680.0
2023-12-13 09:37:00,3408.0,3404.8,3408.2,3404.2,533.0,544663260.0
2023-12-13 09:38:00,3404.8,3403.0,3405.6,3402.8,386.0,394221240.0
2023-12-13 09:39:00,3403.0,3401.0,3403.0,3400.2,736.0,751137360.0
2023-12-13 09:40:00,3400.8,3404.0,3405.0,3399.8,628.0,641022300.0
2023-12-13 09:41:00,3404.2,3405.0,3405.8,3403.8,446.0,455579460.0
2023-12-13 09:42:00,3405.0,3403.0,3405.6,3403.0,376.0,384013080.0
2023-12-13 09:43:00,3403.0,3403.2,3403.4,3400.8,353.0,360258180.0
2023-12-13 09:44:00,3403.2,3404.6,3405.2,3401.8,336.0,343096920.0
2023-12-13 09:45:00,3404.6,3403.0,3404.8,3401.4,303.0,309320400.0
2023-12-13 09:46:00,3403.0,3402.6,3405.0,3401.8,406.0,414474720.0
2023-12-13 09:47:00,3402.4,3399.2,3402.4,3398.8,566.0,577321380.0
2023-12-13 09:48:00,3399.2,3401.4,3401.4,3399.0,356.0,363109440.0
2023-12-13 09:49:00,3401.0,3402.2,3403.0,3400.0,303.0,309178260.0
2023-12-13 09:50:00,3402.6,3403.0,3404.4,3402.0,294.0,300168960.0
2023-12-13 09:51:00,3402.4,3401.8,3403.8,3401.0,318.0,324591240.0
2023-12-13 09:52:00,3402.0,3401.8,3402.4,3400.2,256.0,261221820.0
2023-12-13 09:53:00,3401.6,3401.8,3401.8,3400.6,194.0,197954580.0
2023-12-13 09:54:00,3401.4,3403.4,3404.2,3401.4,249.0,254219100.0
2023-12-13 09:55:00,3403.0,3403.4,3404.0,3402.2,202.0,206227800.0
