datime,open,close,high,low,volume,money
2024-08-14 09:31:00,3323.0,3317.8,3324.0,3316.8,607.0,604393740.0
2024-08-14 09:32:00,3317.4,3316.6,3317.4,3313.0,439.0,436638420.0
2024-08-14 09:33:00,3316.6,3319.0,3319.2,3314.8,281.0,279589800.0
2024-08-14 09:34:00,3318.8,3316.6,3319.6,3316.4,260.0,258788820.0
2024-08-14 09:35:00,3317.4,3315.0,3318.0,3314.8,175.0,174108060.0
2024-08-14 09:36:00,3315.0,3316.0,3318.0,3314.8,228.0,226822500.0
2024-08-14 09:37:00,3316.2,3315.4,3317.0,3314.0,233.0,231772560.0
2024-08-14 09:38:00,3315.0,3313.4,3315.4,3313.0,155.0,154109400.0
2024-08-14 09:39:00,3313.4,3314.2,3315.0,3312.0,262.0,260437380.0
2024-08-14 09:40:00,3314.2,3315.0,3315.6,3312.4,244.0,242596500.0
2024-08-14 09:41:00,3314.8,3313.2,3315.6,3312.8,177.0,175992660.0
2024-08-14 09:42:00,3312.6,3313.4,3314.4,3312.6,120.0,119281200.0
2024-08-14 09:43:00,3313.4,3311.0,3313.4,3310.6,280.0,278174460.0
2024-08-14 09:44:00,3311.0,3309.4,3311.2,3308.2,307.0,304819440.0
2024-08-14 09:45:00,3310.2,3311.2,3312.6,3309.8,244.0,242356560.0
2024-08-14 09:46:00,3311.6,3311.4,3313.4,3311.0,145.0,144079740.0
2024-08-14 09:47:00,3311.2,3311.8,3312.6,3310.4,145.0,144054660.0
2024-08-14 09:48:00,3311.8,3309.6,3311.8,3309.4,142.0,141024600.0
2024-08-14 09:49:00,3309.8,3310.6,3311.0,3309.6,98.0,97316400.0
2024-08-14 09:50:00,3310.4,3309.6,3310.8,3309.6,98.0,97316460.0
2024-08-14 09:51:00,3310.0,3308.6,3310.2,3307.4,199.0,197537220.0
2024-08-14 09:52:00,3308.8,3308.6,3309.4,3307.6,154.0,152844480.0
2024-08-14 09:53:00,3308.4,3308.4,3309.8,3308.0,87.0,86363580.0
2024-08-14 09:54:00,3308.4,3307.2,3308.4,3306.8,130.0,128987820.0
